,Manufacturer,Prod. year,Leather interior,Mileage,Cylinders,Drive wheels,Wheel,price_levy_combined,Airbags_bins,Engine volume int,Turbo,Coupe,Goods wagon,Hatchback,Jeep,Microbus,Minivan,Pickup,Sedan,Universal,Diesel,Hybrid,LPG,Petrol,Automatic,Manual,Variator
222,VOLKSWAGEN,2013,0,179200,4.0,Front,0,16007,3,2.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
223,CHEVROLET,2011,0,246976,8.0,Front,0,7689,2,5.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
224,HYUNDAI,2014,0,179918,4.0,Front,0,27371,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
225,TOYOTA,2013,0,92200,4.0,Front,0,36844,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
226,KIA,2016,0,29000,4.0,Front,0,27073,2,1.6,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
227,MAZDA,2011,0,216550,4.0,Front,0,1411,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
228,JEEP,1993,1,240000,6.0,4x4,0,6000,1,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
230,HYUNDAI,2013,1,50000,4.0,Front,0,14585,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
231,CHEVROLET,2014,0,127842,4.0,Front,0,18396,1,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
232,HYUNDAI,2017,0,40193,4.0,Front,0,55349,1,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
233,OPEL,2003,1,180000,4.0,Front,0,10349,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
234,TOYOTA,2002,1,115000,4.0,Front,1,8154,2,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
235,FORD,2008,0,220474,4.0,Front,0,571,0,0.4,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
236,VOLKSWAGEN,2013,0,132310,4.0,Front,0,8167,2,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
237,TOYOTA,2017,0,60762,4.0,Front,0,4699,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
238,HYUNDAI,2010,0,142264,4.0,Front,0,22899,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
240,TOYOTA,2013,0,227371,4.0,Front,0,5289,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
241,VOLKSWAGEN,2002,0,175000,6.0,Front,0,5331,1,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
242,VOLKSWAGEN,2012,0,203440,4.0,Front,0,1583,2,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
243,HONDA,2013,0,70000,4.0,Front,0,17402,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
244,NISSAN,2010,0,122000,4.0,4x4,0,18189,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
245,MAZDA,2000,1,127000,4.0,Front,0,5331,1,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
246,MERCEDES-BENZ,2017,0,44995,4.0,4x4,0,43668,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
247,TOYOTA,2012,1,122324,4.0,Front,0,16110,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
248,BMW,2007,0,111111,6.0,Rear,0,17249,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
249,LEXUS,2013,0,56000,6.0,Rear,0,73071,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
250,FORD,2014,0,186048,4.0,Front,0,1195,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
251,HYUNDAI,2017,0,98000,4.0,Front,0,29740,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
254,HYUNDAI,2014,0,169024,4.0,Front,0,15065,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
255,VOLKSWAGEN,2011,1,126000,4.0,Front,1,10325,1,1.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
256,MERCEDES-BENZ,2014,0,200179,6.0,4x4,0,31787,2,3.5,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
257,TOYOTA,2013,0,156666,4.0,Front,0,23359,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
258,CHEVROLET,2014,0,133195,4.0,Front,0,1121,0,1.4,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
259,HONDA,2014,0,114950,4.0,Front,0,7711,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
260,FORD,2016,0,154850,4.0,Front,0,2424,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
261,HYUNDAI,2019,0,13000,4.0,Front,0,60744,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
262,TOYOTA,2017,0,94262,4.0,Rear,0,50579,2,2.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
263,HYUNDAI,2018,0,27406,4.0,Front,0,69550,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
265,NISSAN,2006,0,200000,4.0,Front,0,7683,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
266,FORD,2013,0,85500,4.0,Front,0,22266,2,1.6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
267,MERCEDES-BENZ,2008,0,175614,6.0,Rear,0,4028,2,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
268,FORD,2014,0,0,4.0,Front,0,615,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
269,NISSAN,2015,0,85944,4.0,4x4,0,1021,0,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
270,MERCEDES-BENZ,2015,0,0,4.0,Rear,0,34321,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
271,SSANGYONG,2017,0,73000,4.0,Front,0,39992,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
272,FORD,2008,1,180000,4.0,Front,0,16308,1,2.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
273,TOYOTA,2009,0,92000,4.0,Front,0,17719,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
275,HYUNDAI,2012,0,197923,6.0,4x4,0,1528,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
276,CHEVROLET,2017,1,42000,4.0,Front,0,21123,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
277,TOYOTA,2016,0,254805,8.0,4x4,0,2876,2,4.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
278,HYUNDAI,2019,0,48000,4.0,Front,0,50935,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
280,MERCEDES-BENZ,2013,0,159250,6.0,Rear,0,1275,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
282,MERCEDES-BENZ,2006,0,2000,8.0,Rear,0,21326,2,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
283,HYUNDAI,2017,0,40800,4.0,Front,0,52092,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
284,HYUNDAI,2011,0,117492,4.0,Front,0,15948,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
285,FORD,2015,0,88795,4.0,Front,0,2969,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
286,HYUNDAI,2008,0,56769,4.0,Front,0,16871,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
287,MERCEDES-BENZ,2014,0,70000,4.0,Rear,0,27911,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
288,TOYOTA,2013,0,136861,4.0,Front,0,5640,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
289,MERCEDES-BENZ,2005,0,263000,4.0,Rear,0,29793,0,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
290,HYUNDAI,2012,0,95665,4.0,Front,0,18739,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
291,HYUNDAI,2017,0,107387,4.0,Front,0,1030,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
292,NISSAN,2006,1,0,4.0,Front,1,30,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
293,TOYOTA,2013,1,65350,4.0,Front,0,35276,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
294,OPEL,2000,1,130000,4.0,Front,0,7794,0,1.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
295,CHEVROLET,2007,0,183923,4.0,Front,0,6206,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
296,OPEL,2000,1,11111,4.0,Front,0,4704,1,2.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
297,HYUNDAI,2016,0,97129,4.0,Front,0,44667,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
298,MERCEDES-BENZ,2001,0,140000,4.0,Rear,0,7840,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
299,TOYOTA,2018,1,24000,4.0,Front,0,29304,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
300,OPEL,1992,1,0,4.0,Front,0,700,1,1.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
301,MAZDA,1998,1,300000,4.0,Front,0,2352,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
302,CHEVROLET,2017,0,29094,4.0,Front,0,19555,0,1.4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
303,FORD,2015,0,148709,4.0,Front,0,5243,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
304,LEXUS,2010,0,186005,6.0,4x4,0,14571,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
305,MERCEDES-BENZ,2013,0,156800,4.0,4x4,0,38375,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
306,FORD,2017,0,251430,4.0,Front,0,1723,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
307,TOYOTA,2015,0,35000,4.0,Front,0,39657,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
308,HYUNDAI,2018,0,35643,4.0,Front,0,37306,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
309,HONDA,2006,1,250000,4.0,Front,1,8467,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
310,MERCEDES-BENZ,2000,0,255000,6.0,Rear,0,7840,1,3.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311,HONDA,2015,0,117158,4.0,Front,0,13601,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
312,SUBARU,2012,0,281659,4.0,4x4,0,8935,0,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
313,TOYOTA,2015,0,63645,4.0,Front,0,46870,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
314,MERCEDES-BENZ,2015,0,197338,4.0,4x4,0,45958,2,2.1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
315,BMW,2007,0,1123,6.0,4x4,0,100,2,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,MITSUBISHI,2014,0,136634,4.0,Front,0,1815,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
318,HYUNDAI,2013,1,77000,6.0,Front,0,12231,0,1.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
319,TOYOTA,2007,0,140000,4.0,Front,0,6790,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
320,HYUNDAI,2018,0,45494,4.0,Front,0,4178,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
321,TOYOTA,2017,0,47672,4.0,Front,0,2324,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
323,HONDA,2013,1,145000,4.0,Front,1,11290,2,1.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
324,BMW,1997,1,270000,4.0,Rear,0,6586,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
325,TOYOTA,2006,0,188800,4.0,Front,0,14426,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
326,MITSUBISHI,2016,0,39000,4.0,Front,0,37116,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
327,TOYOTA,2014,0,52000,4.0,Front,0,27284,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
328,SUBARU,2016,1,34000,4.0,4x4,0,22730,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
329,HYUNDAI,2009,0,140000,4.0,Front,0,8630,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
330,MERCEDES-BENZ,1998,1,180003,4.0,Rear,0,7840,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
332,MERCEDES-BENZ,2016,0,59099,6.0,4x4,0,2938,0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
333,HYUNDAI,2013,0,124000,4.0,Front,0,24838,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
334,HONDA,2013,0,34682,4.0,Front,0,25867,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
335,CHEVROLET,2014,0,310061,4.0,Front,0,2502,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
336,ACURA,2010,0,162453,6.0,Front,0,1713,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
337,TOYOTA,2012,1,22400,4.0,Front,0,17835,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
338,MERCEDES-BENZ,2010,0,229904,6.0,4x4,0,1869,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
339,HYUNDAI,2014,0,62000,4.0,Front,0,32000,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
340,HYUNDAI,2007,0,54279,4.0,Front,0,5751,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
341,CHEVROLET,2011,0,135759,4.0,Front,0,13365,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
342,HYUNDAI,2013,0,120534,4.0,Front,0,27012,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
344,HYUNDAI,2014,0,140000,4.0,Front,0,26119,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
345,MERCEDES-BENZ,2010,0,108517,6.0,4x4,0,7640,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
346,LEXUS,2016,0,107030,6.0,4x4,0,1744,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
348,MERCEDES-BENZ,2011,0,325811,8.0,4x4,0,14965,2,5.5,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
349,TOYOTA,2019,0,24339,4.0,Front,0,1704,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
350,DAEWOO,2009,0,130000,4.0,Front,0,8887,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
352,HYUNDAI,2012,1,280480,4.0,Front,0,18503,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
353,HONDA,2010,1,150000,4.0,Front,0,12805,2,1.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
354,HONDA,2002,1,135000,4.0,Front,1,40,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
355,HYUNDAI,2011,0,237853,4.0,Front,0,17916,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
356,HONDA,2001,1,111000,4.0,Front,1,5300,1,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
357,HYUNDAI,2015,0,42000,4.0,Front,0,10330,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
358,CHEVROLET,2015,0,60618,4.0,Front,0,25067,1,2.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
359,TOYOTA,2009,0,230400,4.0,Front,0,18817,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
360,NISSAN,2014,0,127918,4.0,Front,0,2737,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
361,HYUNDAI,2016,1,77000,4.0,Front,0,18300,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
362,HYUNDAI,2016,0,280016,4.0,Front,0,16421,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
363,HYUNDAI,2016,0,270874,4.0,Front,0,12181,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
364,TOYOTA,2013,1,118000,4.0,Front,0,24148,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
365,HYUNDAI,2014,0,362868,4.0,Front,0,10675,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
366,HYUNDAI,2015,1,85000,4.0,Front,0,19514,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
367,LEXUS,2014,0,132563,4.0,Front,0,10657,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
368,LEXUS,2010,0,138211,6.0,4x4,0,1948,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
369,HYUNDAI,2015,0,391625,4.0,Front,0,10017,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
370,HYUNDAI,2018,0,38577,4.0,Front,0,56753,1,1.7,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
371,TOYOTA,2013,0,132800,6.0,Rear,0,25089,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
372,HYUNDAI,2011,0,52686,4.0,Front,0,19531,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
373,LEXUS,2012,0,232357,6.0,4x4,0,1999,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
374,FORD,2001,1,253206,4.0,Rear,0,17051,1,2.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
375,HONDA,2014,0,76525,4.0,Front,0,10931,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
376,HYUNDAI,2016,0,80000,4.0,Front,0,37891,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
377,SSANGYONG,2011,0,186412,4.0,Front,0,19533,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
378,MERCEDES-BENZ,2011,0,230696,6.0,4x4,0,15755,2,3.5,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
379,MERCEDES-BENZ,2007,1,285000,4.0,Rear,0,21012,1,2.2,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
381,SSANGYONG,2010,0,120000,4.0,Front,0,19662,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
382,HYUNDAI,2011,0,142000,4.0,Front,0,23356,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
383,HYUNDAI,2011,0,42415,4.0,Front,0,17452,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
384,TOYOTA,2014,1,51000,4.0,Front,0,32382,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
385,DAEWOO,2009,0,19999,4.0,Front,0,9590,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
386,TOYOTA,2015,1,89000,4.0,Front,0,21468,0,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
387,HONDA,2014,1,114000,4.0,Front,1,11929,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
388,MERCEDES-BENZ,2014,0,95987,6.0,4x4,0,1273,2,3.5,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
389,VOLKSWAGEN,2006,1,161000,4.0,Front,0,14966,2,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
390,MITSUBISHI,2003,1,241589,4.0,Front,1,5331,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
391,OPEL,2000,1,260000,4.0,Front,0,7370,1,1.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
393,VOLKSWAGEN,2015,0,55000,4.0,Front,0,17946,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
395,FORD,2013,0,120000,4.0,Front,1,19537,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
396,HONDA,2010,1,157000,4.0,Front,1,11604,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
397,BMW,2005,0,240000,8.0,Rear,0,13799,2,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
398,TOYOTA,2017,1,76000,4.0,4x4,0,42018,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
399,LEXUS,2008,0,244731,6.0,Front,0,9847,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
401,VOLKSWAGEN,2011,0,156800,4.0,Front,0,14975,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
402,HONDA,2011,1,188000,4.0,Front,1,11917,2,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
403,HYUNDAI,2013,0,162558,4.0,Front,0,13417,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
404,TOYOTA,2013,1,130000,4.0,Front,0,18817,2,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
405,TOYOTA,2012,0,83000,4.0,Front,0,24302,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
406,AUDI,2010,0,150400,6.0,4x4,0,23866,2,3.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
407,LEXUS,2016,0,27038,6.0,4x4,0,1082,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
408,TOYOTA,2011,1,284678,4.0,Front,0,13189,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
409,CHEVROLET,2014,1,121000,4.0,Front,0,10195,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
410,HYUNDAI,2011,0,224349,4.0,Front,0,4281,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
411,TOYOTA,2014,0,263392,4.0,Front,0,2190,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
412,FORD,2007,1,280000,4.0,Front,0,17399,1,2.2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
413,TOYOTA,2014,0,179381,4.0,Front,0,11527,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
414,HYUNDAI,2017,0,284251,4.0,Front,0,1111,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
415,MERCEDES-BENZ,2012,0,133000,6.0,Rear,0,35242,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
416,CHEVROLET,2018,1,25304,4.0,Front,0,21950,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
417,CHEVROLET,2008,0,71486,4.0,Front,0,8585,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
418,LEXUS,2011,0,95590,4.0,Front,0,5506,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
419,HYUNDAI,2015,0,72369,4.0,Front,0,14250,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
421,HYUNDAI,2012,0,147718,4.0,Front,0,20536,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
423,TOYOTA,2007,1,200000,4.0,Front,0,11917,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
425,LEXUS,2012,0,192683,4.0,Front,0,1213,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
426,CHEVROLET,2010,0,152293,4.0,Front,0,13331,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
429,MERCEDES-BENZ,1997,1,0,4.0,Front,0,6899,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
430,TOYOTA,2015,0,137350,4.0,Front,0,14604,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
432,MERCEDES-BENZ,2016,0,109555,4.0,Front,0,9202,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
433,TOYOTA,2014,1,40000,4.0,Front,0,23521,3,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
434,FORD,2016,0,65000,4.0,Front,0,26607,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
435,HYUNDAI,2017,0,32510,4.0,Front,0,22561,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
437,HYUNDAI,2011,0,153651,4.0,Front,0,20076,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
438,SUZUKI,2000,1,125000,4.0,4x4,0,12544,1,1.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
439,HYUNDAI,2012,0,160000,4.0,Front,0,25941,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
